parcelid,logerror,transactiondate,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomflag,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
14505074,-0.0151,"Friday, January 08, 2016",13,,,3,FALSE,4,,,3,,,1644,1644,,,,,6059,,3,2,493,TRUE,,33653944,-117655744,5187,,,1,,,122,261,,60590320.29,,1286,,96962,7,,,,,,,1979,2,,118148,496935,2015,378787,5217.1201,,,6.05903E+13
11895127,0.1204,"Friday, January 08, 2016",,,,1,FALSE,2,,7,1,,,945,945,,,,,6037,,1,,,,7,34097432,-118139568,6363,,,,,,100,261,ALRPD,60374803.03,50677,3101,,96531,0,,,,1,,,1926,,,56425,214546,2015,158121,2747.6799,,,6.03748E+13
11149040,0.006,"Friday, January 08, 2016",1,,,3,FALSE,6,,4,3,,,3660,3660,,,,,6037,,3,,,,2,34430784,-118434856,17727,1,,,,1,101,261,SCUR1,60379200.4,54311,3101,37739,96401,0,,,,1,,,2003,,,434958,696278,2015,261320,9065.2998,,,6.03792E+13
12342513,0.0247,"Friday, January 08, 2016",,,,1,FALSE,2,,7,1,,,529,529,,,,,6037,,1,,,,7,33892692,-118139992,5587,,,,,,100,261,BFR16000,60375540.02,44116,3101,,96208,0,,,,1,,,1947,,,85270,142111,2015,56841,3460.9299,,,6.03755E+13
14273805,-0.003,"Friday, January 08, 2016",,,,2,FALSE,3,,,2,,,1040,1040,,,,,6059,,2,1,360,,,33657656,-117935040,6960,,,,,,122,261,,60590638.03,38032,1286,,96959,6,,,,,,,1956,1,,27719,50322,2015,22603,1190,,,6.05906E+13
13066107,-0.005,"Friday, January 08, 2016",1,,,2,FALSE,2,,7,2,,,930,930,,,,,6037,,2,,,,2,34042744,-117797024,310302,,,,,,010C,266,POR3 1500,60374024.02,20008,3101,,96506,0,,,,1,,,1988,,,143813,170200,2015,26387,2264.6399,,,6.0374E+13
11445367,-0.0545,"Friday, January 08, 2016",,,,3,FALSE,5,,4,3,,,2300,2300,,,,,6037,,3,,,,2,33863872,-118343680,5359,,,,,,100,261,TORR-LO,60376503.01,54722,3101,274750,96162,0,,,,1,,,1954,,,239600,701000,2015,461400,8118.23,,,6.03765E+13
12714934,0.0526,"Friday, January 08, 2016",,,,1,FALSE,1,,1,1,,,820,820,,,,,6037,,1,,,,2,33768400,-118368000,,,,,,,010C,266,RECG,60376704.03,33727,3101,,96121,0,,,,1,,,2008,,,184000,435000,2015,251000,5412.3701,,,6.03767E+13
12229696,0.0266,"Friday, January 08, 2016",,,,1,FALSE,3,,7,1,,,1017,1017,,,,,6037,,1,,,,7,33942484,-118234200,3253,,,,,,100,261,LAR1,60372430,12447,3101,118849,95983,0,,,,1,,,1956,,,14722,16939,2015,2217,420.16,,,6.03724E+13
12651416,0.0325,"Friday, January 08, 2016",,,,2,FALSE,2,,4,2,,,1876,1876,,,,,6037,,2,,,,2,33734200,-118301000,16195,,,,,,010C,266,LARD1.5,60372969.02,12447,3101,54300,96221,0,,,,1,,,1980,,,99970,499867,2015,399897,6106.4502,,,6.0373E+13
14725386,-0.0263,"Friday, January 08, 2016",,,,2.5,FALSE,2,,,2.5,,,1455,1455,,,,,6059,,2,2,0,,,33734180,-117769280,,,,,,,1,266,,60590524.2,52650,1286,274371,96939,0,,1,,,,,2001,,,155541,500829,2015,345288,6435.0601,,,6.05905E+13
11060595,-0.005,"Friday, January 08, 2016",,,,3,FALSE,3,,4,3,,,1919,1919,,,,,6037,,3,,,,2,34241288,-118494680,7630,1,,,,1,101,261,LARS,60371173.02,12447,3101,13017,96369,0,,,,1,,,1956,,,264378,586487,2015,322109,7189,,,6.03712E+13
11594661,-0.1732,"Friday, January 08, 2016",1,,,3,FALSE,2,,10,3,,,2015,2015,,,,,6037,,3,,,,2,34024000,-118509000,26940,1,,,,1,010C,266,SMR4,60377013.04,26964,3101,761547,96149,0,,,,1,,,1996,,,301269,2651197,2015,2349928,31132.2109,,,6.0377E+13
11703033,-0.1199,"Friday, January 08, 2016",,,,1,FALSE,3,,7,1,,,1092,1092,,,,,6037,,1,,,,,34002128,-118315416,,,,,,,100,261,LAR2,60372324,12447,3101,118208,96043,0,,,,1,,,1909,,,48700,303300,2015,254600,3825.49,,,6.03723E+13
17276783,0.0344,"Friday, January 08, 2016",,,,1,FALSE,2,,,1,66,,907,907,,,,,6111,1,1,1,0,,,34172492,-118842240,,,,,,,1129,266,,61110071,34278,2061,,96385,4,,,,,,,1985,,,81251,162502,2015,81251,1694.5,,,6.11101E+13
12248551,-0.009,"Friday, January 08, 2016",,,,3,FALSE,2,,4,3,,,1264,1264,,,,,6037,,3,,,,2,33875300,-118292000,56184,,,,,,010C,266,GAR3,60376031.02,45398,3101,,96104,0,,,,1,,,1979,,,126795,195256,2015,68461,2453.46,,,6.0376E+13
10972063,-0.002,"Friday, January 08, 2016",1,,,2,FALSE,4,,7,2,,,1363,1363,,,,,6037,,2,,,,2,34306976,-118416520,7506,,,,,,100,261,LARS,60371061.12,12447,3101,34213,96368,0,,,,1,,,1962,,,124588,238090,2015,113502,3099.8899,,,6.03711E+13
12121608,0.0178,"Friday, January 08, 2016",,,,2,FALSE,3,,7,2,,,1220,1220,,,,,6037,,2,,,,7,34158900,-118117048,6010,,,,,,100,261,PSR6,60374626,47019,3101,273539,96292,0,,,,1,,,1928,,,49073,148502,2015,99429,1923.15,,,6.03746E+13
11298973,-0.0182,"Friday, January 08, 2016",1,,,3,FALSE,3,,7,3,,,1881,1881,,,,,6037,,3,,,,2,34682584,-118099400,6694,,,,,,100,261,LRRA7500,60379005.06,5534,3101,,97318,0,,,,1,,,1989,,,147000,186000,2015,39000,3346.1899,,,6.0379E+13
11209527,-0.0998,"Friday, January 08, 2016",,,,2,FALSE,3,,7,2,,,1044,1044,,,,,6037,,2,,,,7,34558888,-118036368,7794,,,,,,100,261,LCRA7000,60379107.14,40227,3101,,97330,0,,,,1,,,1970,,,107481,143341,2015,35860,2761.23,,,6.03791E+13
13076626,0.0276,"Friday, January 08, 2016",1,,,2,FALSE,2,,7,2,,,912,912,,,,,6037,,2,,,,2,34006600,-117817000,181356,,,,,,010C,266,LCR3800030,60374033.19,24384,3101,,96505,0,,,,1,,,1987,,,79000,289000,2015,210000,3802.01,,,6.0374E+13
14069000,-0.7402,"Friday, January 08, 2016",,,,2.5,FALSE,3,,,2.5,,,1797,1797,,,,,6059,,2,2,400,,,33710928,-118046256,3049,,,,,,1,261,,60590994.17,25218,1286,,96967,0,,1,,,,,2010,,,387634,826153,2015,438519,9352.96,,,6.0591E+13
17254627,0.0237,"Friday, January 08, 2016",,,,2,FALSE,3,,,2,,1054,1054,1054,,,1054,,6111,,2,1,360,,,34277180,-118743184,6300,,,,,,1111,261,,61110079.05,27110,2061,,97118,5,,,,,242,,1961,1,,161375,322750,2015,161375,3801.28,,,6.11101E+13
14265012,0.0788,"Friday, January 08, 2016",,,,2,FALSE,3,,,2,,,1869,1869,,,,,6059,,2,2,456,,,33696868,-117878032,6479,,,,,,122,261,,60590740.06,47568,1286,268482,97007,7,,,,,,,1970,1,,103554,292437,2015,188883,3659,,,6.05907E+13
17226348,0.0149,"Friday, January 08, 2016",,,,5.5,TRUE,5,,,5.5,66,2264,4696,4696,,,2264,,6111,2,5,4,898,,,34233520,-118788232,13241,,,,,,1111,261,,61110075.06,27110,2061,,97118,10,,1,,,312,,2002,2,,519674,1039348,2015,519674,11558.7598,,,6.11101E+13
14241376,-0.0253,"Friday, January 08, 2016",,,,2,FALSE,3,,,2,,,1467,1467,,,,,6059,1,2,2,437,,,33774380,-117838832,6613,,,,,,122,261,,60590758.06,33252,1286,,97005,6,,,,,,,1969,1,,79183,483312,2015,404129,5414.6602,,,6.05908E+13
11594398,0.0421,"Friday, January 08, 2016",1,,,2,FALSE,2,,1,2,,,1470,1470,,,,,6037,,2,,,,2,34025900,-118503000,29998,,,,,,010E,266,SMR2,60377013.04,26964,3101,,96150,0,,,,1,,,1969,,,201339,829257,2015,627918,9985.1797,,,6.0377E+13
14146150,0.0218,"Saturday, January 09, 2016",13,,,1.5,FALSE,2,,,1.5,,,1082,1082,,,,,6059,,1,2,504,,,33916724,-117935744,1800,,,,,,122,261,,60590017.05,18874,1286,,96186,5,,1,,,,,1976,2,,86373,252701,2015,166328,3136.3201,,,6.059E+13
14735625,-0.0336,"Saturday, January 09, 2016",,,,1,FALSE,2,,,1,,,829,829,,,,,6059,,1,,,,,33643472,-117677832,,,,,,,34,266,,60590524.24,32380,1286,,96962,0,,,,,,,1981,,,60072,211284,2015,151212,2267.98,,,6.05905E+13
11586612,0.1997,"Saturday, January 09, 2016",,,,0,FALSE,0,,,,,,,,,,,,6037,,,,,,,34007972,-118460624,6133,,,,,,100,261,SMR1,60377022.02,26964,3101,761545,96152,0,,,,,,,,,,894230,1295430,2015,401200,15510.0596,,,6.0377E+13
12065145,0.0383,"Saturday, January 09, 2016",1,,,3,FALSE,2,,4,3,,,1415,1415,,,,,6037,,3,,,,2,34134900,-118257000,58353,1,,,,1,010C,266,GLR4YY,60373024.01,45457,3101,274940,96323,0,,,,1,,,1989,,,125372,194323,2015,68951,2229.1001,,,6.0373E+13
14240089,0.0363,"Saturday, January 09, 2016",,,,1,FALSE,3,,,1,,,973,973,,,,,6059,,1,1,367,,,33781012,-117869192,6180,,,,,,122,261,,60590760.01,33252,1286,,97066,5,,,,,,,1953,1,,34637,197304,2015,162667,4857.48,,,6.05908E+13
14428953,-0.0845,"Saturday, January 09, 2016",,,,2,FALSE,2,,,2,,,1625,1625,,,,,6059,2,2,2,441,,,33469326,-117705880,6454,,,,,,122,261,,60590423.23,17686,1286,,96961,6,,,,,,,1977,1,,151031,354540,2015,203509,4594.2998,,,6.05904E+13
12828880,0.0516,"Saturday, January 09, 2016",,,,3,FALSE,3,,7,3,,,1772,1772,,,,,6037,,3,,,,2,33931076,-117975736,3700,,,,,,010D,269,WHR16000PD,60375034.01,18874,3101,,96171,0,,,,1,,,1984,,,118000,472000,2015,354000,5324.71,,,6.0375E+13
12102443,-0.0111,"Sunday, January 10, 2016",1,,,1,FALSE,1,,4,1,,,550,550,,,,,6037,,1,,,,2,34142100,-118146000,,,,,,,010C,266,PSR4,60374636.02,47019,3101,275405,96289,0,,,,1,,,2008,,,98039,332157,2015,234118,3889.53,,,6.03746E+13
11622496,-0.1416,"Sunday, January 10, 2016",1,,,3,FALSE,4,,12,3,,,3434,3434,,,,,6037,,3,,,,2,34061544,-118401760,7653,,,,,,100,261,BHR1,60377010,10389,3101,,96088,0,,,,1,,,2011,,,940000,2884000,2015,1944000,33599.3906,,,6.0377E+13
12573685,-0.0921,"Sunday, January 10, 2016",1,,,3,FALSE,3,,4,3,,,1680,1680,,,,,6037,,3,,,,2,33872624,-118258464,3413,,,,,,100,261,CARS,60375433.21,10723,3101,,96230,0,,,,1,,,1977,,,109001,176153,2015,67152,4224.1001,Y,10,6.03754E+13
12341650,-0.0315,"Sunday, January 10, 2016",1,,,1,FALSE,3,,7,1,,,1135,1135,,,,,6037,,1,,,,2,33901996,-118145272,4864,,,,,,100,261,PAR1,60375535.02,6395,3101,,96220,0,,,,1,,,1957,,,79914,198139,2015,118225,2601.8101,,,6.03755E+13
12780631,0.0188,"Sunday, January 10, 2016",,,,2,FALSE,3,,7,2,,,1294,1294,,,,,6037,,2,,,,7,33992128,-118063160,5210,,,,,,100,261,WHR1YY,60375013.01,14634,3101,,96174,0,,,,1,,,1939,,,30989,53816,2015,22827,1149.28,,,6.0375E+13
12398252,0.0198,"Sunday, January 10, 2016",,,,1,FALSE,3,,7,1,,,1149,1149,,,,,6037,,1,,,,2,33952548,-118094512,5662,,,,,,100,261,PRSF,60375026.01,26483,3101,,96197,0,,,,1,,,1957,,,34007,56181,2015,22174,1260.61,,,6.0375E+13
14724075,0.0237,"Sunday, January 10, 2016",,,,2.5,FALSE,2,,,2.5,,,1451,1451,,,,,6059,,2,2,0,,,33744900,-117828000,,,,,,,34,266,,60590755.05,27491,1286,,97016,0,,1,,,,,1980,,,131470,273317,2015,141847,3353.46,,,6.05908E+13
12417793,0.0695,"Sunday, January 10, 2016",1,,,3,FALSE,3,,4,3,,,1040,1040,,,,,6037,,3,,,,2,33868300,-118084000,88280,,,,,,010C,266,ATMR,60375548.02,30267,3101,,96204,0,,,,1,,,2005,,,165100,315000,2015,149900,3711.6001,,,6.03755E+13
13016565,0.0159,"Sunday, January 10, 2016",1,,,2,FALSE,4,,4,2,,,1681,1681,,,,,6037,,2,,,,2,34150624,-117934880,7551,,,,,,100,261,DUR17500,60374300.03,24435,3101,,96270,0,,,,1,,,1978,,,127495,212543,2015,85048,3014.8999,,,6.03743E+13
17285955,0.004,"Sunday, January 10, 2016",,,,2,FALSE,3,,,2,,1672,1672,1672,,,1672,,6111,1,2,2,484,,,34173956,-118899608,16700,,,,,,1111,261,,61110059.11,34278,2061,46736,96351,7,,,,,,,1976,1,,198000,570000,2015,372000,6079.6201,,,6.11101E+13
14416335,0.008,"Sunday, January 10, 2016",,,,2.5,FALSE,3,,,2.5,,,1536,1536,,,,,6059,,2,2,437,,,33548852,-117695144,3250,,,,,,122,261,,60590423.36,25459,1286,,96987,0,,1,,,,,1989,,,172283,637000,2015,464717,6563,,,6.05904E+13
14464556,0.009,"Sunday, January 10, 2016",,,,3,FALSE,4,,,3,,,2222,2222,,,,,6059,,3,2,402,,,33556660,-117634560,4050,,,,,,1,261,,60590320.59,52835,1286,,96998,0,,,,,,,2001,,,293559,516739,2015,223180,7969.8799,,,6.05903E+13
11610741,-0.0171,"Sunday, January 10, 2016",1,,,6,TRUE,4,,12,6,,,5157,5157,,,,,6037,,6,,,,2,34056152,-118414416,310379,,,,,,010C,266,LAR4,60372679.01,12447,3101,114246,96048,0,,,,1,,,1990,,,967000,4350000,2015,3383000,52189.4883,,,6.03727E+13
14671426,0.009,"Sunday, January 10, 2016",,,,2.5,FALSE,3,,,2.5,,,1764,1764,,,,,6059,,2,1,0,,,33585772,-117721520,2618,,,,,,34,266,,60590626.36,37086,1286,,96974,0,,1,,,,,1989,,,166686,381462,2015,214776,3887.1001,,,6.05906E+13
14305529,0.0639,"Sunday, January 10, 2016",,,,3,FALSE,4,,,3,,,2597,2597,,,,,6059,,3,2,504,,,33690904,-117788016,5904,,,,,,122,261,,60590525.28,52650,1286,273611,96941,8,,,,,,,1976,2,,196637,902000,2015,705363,9477.1602,,,6.05905E+13
14298941,-0.0111,"Sunday, January 10, 2016",,,,2.5,FALSE,3,,,2.5,,,2187,2187,,,,,6059,1,2,2,522,,,33676104,-117818920,5000,1,,,,1,122,261,,60590525.23,52650,1286,275979,96948,0,,1,,,,,1987,,,252153,620738,2015,368585,7293.7002,,,6.05905E+13
12899904,0.1124,"Sunday, January 10, 2016",,,,2,FALSE,4,,4,2,,,1725,1725,,,,,6037,,2,,,,2,34113964,-117772448,7733,,,,,,100,261,LVPR8A,60374016.03,39308,3101,191484,96494,0,,,,1,,,1977,,,148043,247824,2015,99781,3069.27,,,6.0374E+13
12709460,0.0658,"Sunday, January 10, 2016",,,,8,TRUE,7,,,8,,,6288,6288,,,,,6037,,8,,,,2,33752200,-118410032,24563,1,,,,1,111,261,RPRS,60376704.16,54053,3101,,96122,0,,,,1,,,2005,,,1639564,3869110,2015,2229546,42703.6992,,,6.03767E+13
11847416,-0.046,"Sunday, January 10, 2016",1,,,3,FALSE,4,,4,3,,,1492,1492,,,,,6037,,3,,,,2,34060400,-118134000,2270,,,,,,010D,269,MPR3PD,60374821.01,6021,3101,,96496,0,,,,1,,,1980,,,196896,389821,2015,192925,5406.23,,,6.03748E+13
14661783,0.0169,"Sunday, January 10, 2016",,,,2.5,FALSE,3,,,2.5,,,1616,1616,,,,,6059,,2,2,0,,24,33599004,-117697400,,,,,,,34,266,,60590423.07,25458,1286,,96971,7,,1,,,,,1975,2,,67294,110555,2015,43261,1171.26,,,6.05904E+13
11266520,-0.0932,"Sunday, January 10, 2016",,,,1,FALSE,2,,7,1,,,1059,1059,,,,,6037,,1,,,,,34669000,-118205416,27474,,,,,,100,261,LCR110000,60379011.02,5534,3101,,97319,0,,,,1,,,1950,,,54236,72385,2015,18149,944.22,,,6.0379E+13
14338713,-0.0222,"Sunday, January 10, 2016",,,,2.5,FALSE,4,,,2.5,,,2003,2003,,,,,6059,,2,2,443,,,33786268,-117761336,3504,,,,,,122,261,,60590756.06,33252,1286,,97067,0,,1,,,,,1997,,,214501,522551,2015,308050,6478.3999,,,6.05908E+13
12018318,-0.0101,"Sunday, January 10, 2016",1,,,3,FALSE,2,,4,3,,,1399,1399,,,,,6037,,3,,,TRUE,2,34092400,-118372000,8269,,,1,,,010C,266,WDR4,60377003,48424,3101,,96050,0,,,,1,,,1979,,,214000,729000,2015,515000,8960.8896,,,6.0377E+13
14121937,-0.0398,"Sunday, January 10, 2016",,,,2,FALSE,4,,,2,,,1451,1451,,,,,6059,,2,2,471,,,33839548,-118057288,6100,,,,,,122,261,,60591101.11,44833,1286,,96185,7,,,,,,,1963,1,,37523,59597,2015,22074,1010.38,Y,15,6.05911E+13
14689396,0.0218,"Sunday, January 10, 2016",,,,2,FALSE,2,,,2,,,1282,1282,,,,,6059,,2,2,0,,,33665072,-117827728,,,,,,,34,266,,60590626.11,52650,1286,275129,96947,0,,,,,,,1978,,,116703,219698,2015,102995,2336.1399,,,6.05906E+13
14704653,0.008,"Sunday, January 10, 2016",,,,2,FALSE,2,,,2,,,923,923,,,,,6059,,2,2,0,,,33674516,-117829584,,,,,,,34,266,,60590525.23,52650,1286,275979,96948,0,,,,,,,1989,,,91403,479000,2015,387597,5763.98,,,6.05905E+13
12912877,-0.004,"Sunday, January 10, 2016",1,,,1,FALSE,1,,7,1,,,780,780,,,,,6037,,1,,,,2,34101200,-117872000,123134,,,,,,010C,266,LCC3,60374038.01,24245,3101,,96475,0,,,,1,,,1984,,,87300,182174,2015,94874,2350.6001,,,6.0374E+13
14456741,-0.0243,"Sunday, January 10, 2016",,,,2.5,FALSE,4,,,2.5,,,2588,2588,,,,,6059,,2,2,407,TRUE,,33543924,-117632632,3404,,,1,,,1,261,,60590320.59,52835,1286,,96998,0,,1,,,,,2003,,,267556,764332,2015,496776,11249.1797,,,6.05903E+13
11390652,-0.079,"Sunday, January 10, 2016",,,,2,FALSE,4,,7,2,,,1060,1060,,,,,6037,,2,,,,7,33985640,-118332256,6817,,,,,,100,261,LAR1,60372347,12447,3101,115729,96024,0,,,,1,,,1925,,,66599,332997,2015,266398,4230.6299,,,6.03723E+13
12553974,-0.005,"Sunday, January 10, 2016",,,,1,FALSE,2,,7,1,,,858,858,,,,,6037,,1,,,,2,33774700,-118199000,54023,1,,,,1,010C,266,LBPD14,60375759.01,46298,3101,273486,96236,0,,,,1,,,1984,,,60972,85356,2015,24384,1185.85,,,6.03758E+13
12678829,-0.0726,"Sunday, January 10, 2016",1,,,2,FALSE,3,,7,2,,,1140,1140,,,,,6037,,2,,,,2,33831824,-118355648,5507,,,,,,100,261,TORR-LO,60376507.01,54722,3101,416331,96161,0,,,,1,,,1956,,,130000,653000,2015,523000,7535.6802,,,6.03765E+13
14489694,0.003,"Sunday, January 10, 2016",,,,1.5,FALSE,2,,,1.5,,,1124,1124,,,,,6059,1,1,2,462,,,33617480,-117670912,7200,,,,,,122,261,,60590320.02,12773,1286,,96995,4,,1,,,,,1968,1,,42571,98650,2015,56079,1050.6801,,,6.05903E+13
14408894,0.1424,"Sunday, January 10, 2016",,,,3.5,TRUE,3,,,3.5,,,3535,3535,,,,,6059,,3,2,704,,,33515876,-117632000,103673,,,,,,122,261,,60590320.61,33840,1286,,96985,0,,1,,,,,1980,2,,447592,1662505,2015,1214913,17649.6191,,,6.05903E+13
12553410,0.008,"Sunday, January 10, 2016",,,,3,FALSE,2,,4,3,,,1098,1098,,,,,6037,,3,,,,2,33777360,-118197520,33536,,,,,,010C,266,LBPD10,60375758.02,46298,3101,416312,96245,0,,,,1,,,1991,,,110000,287000,2015,177000,3514.8401,,,6.03758E+13
14446751,0.0129,"Sunday, January 10, 2016",,,,2,FALSE,3,,,2,,,1514,1514,,,,,6059,1,2,2,462,,,33442352,-117637080,6300,,,,,,122,261,,60590421.06,13693,1286,,96982,6,,,,,,,1965,1,,88172,300012,2015,211840,7057.6602,,,6.05904E+13
12580928,-0.0111,"Sunday, January 10, 2016",,,,2,FALSE,3,,7,2,,,1222,1222,,,,,6037,,2,,,,2,33809588,-118270248,5566,,,,,,100,261,CARS,60375437.02,10723,3101,,96229,0,,,,1,,,1943,,,95391,255352,2015,159961,3730.04,,,6.03754E+13
14317022,-0.0387,"Sunday, January 10, 2016",,,,2,FALSE,3,,,2,,,2192,2192,,,,,6059,1,2,2,410,,,33595728,-117863640,10998,,,,,,122,261,,60590627.02,53571,1286,28119,96957,5,,,,,,,1953,3,,165005,1152689,2015,987684,12556.4199,,,6.05906E+13
14333908,0.4068,"Sunday, January 10, 2016",,,,3,FALSE,4,,,3,,,3173,,,,,3173,6059,2,3,0,0,,,33753524,-117786400,20217,1,,,,1,122,261,,60590756.06,40081,1286,,97005,9,,,,,,,1965,1,,2064030,2631199,2015,567169,29130.6406,,,6.05908E+13
11048242,0.0392,"Sunday, January 10, 2016",,,,2,FALSE,3,,4,2,,,1742,1742,,,,,6037,,2,,,,2,34255484,-118459688,8998,,,,,,100,261,LARS,60371096.03,12447,3101,116646,96371,0,,,,1,,,1957,,,102873,195597,2015,92724,2610.8301,,,6.03711E+13
12079590,-0.003,"Sunday, January 10, 2016",,,,1,FALSE,2,,7,1,,,979,979,,,,,6037,,1,,,TRUE,7,34154936,-118226808,4750,,,1,,,104,261,GLR1,60373010,45457,3101,276121,96325,0,,,,1,,,1925,,,55908,284127,2015,228219,3209.51,,,6.0373E+13
11780518,-0.1791,"Sunday, January 10, 2016",1,,,2,FALSE,1,,,2,,,1400,1400,,,,,6037,,2,,,,2,34044664,-118265272,108116,1,,,,1,01HC,266,LASED,60372077.1,12447,3101,268118,95996,0,,,,,,,2010,,,932395,1104528,2015,172133,13921.8896,,,6.03721E+13
13889894,0.1798,"Sunday, January 10, 2016",,,,1.5,FALSE,3,,,1.5,,,1704,1704,,,,,6059,2,1,2,500,,,33596420,-117882656,2730,,,,,,122,261,,60590628,53571,1286,,96979,5,,1,,,,,1932,2,,29831,95109,2015,65278,1360.6801,,,6.05906E+13
11577905,-0.004,"Sunday, January 10, 2016",,,,2,FALSE,3,,4,2,,,1189,1189,,,,,6037,,2,,,,2,34032000,-118479000,5212,,,,,,010E,266,SMR2,60377016.02,26964,3101,,96151,0,,,,1,,,1975,,,143511,682366,2015,538855,8591.3203,,,6.0377E+13
12264193,0.044,"Sunday, January 10, 2016",,,,2,FALSE,4,,7,2,,,1035,1035,,,,,6037,,2,,,,7,33882672,-118243328,6130,,,,,,100,261,CORL,60375431,24174,3101,,96090,0,,,,1,,,1954,,,83019,189026,2015,106007,7842.7998,,,6.03754E+13
12085463,0.1389,"Sunday, January 10, 2016",,,,2,FALSE,3,,7,2,,,1811,1811,,,,,6037,,2,,,,7,34145632,-118235472,5483,,,,,,100,261,GLR4YY,60373021.03,45457,3101,276258,96324,0,,,,1,,,1939,,,165000,540000,2015,375000,6057.8999,,,6.0373E+13
11201084,-0.0736,"Sunday, January 10, 2016",,,,1,FALSE,3,,7,1,,,1181,1181,,,,,6037,,1,,,,7,34577728,-118094952,6089,,,,,,100,261,PDR1,60379105.02,40227,3101,,97328,0,,,,1,,,1955,,,82788,126054,2015,43266,2433.21,,,6.03791E+13
10888865,-0.0899,"Sunday, January 10, 2016",1,,,3,FALSE,3,,4,3,,,1604,1604,,,,,6037,,3,,,,2,34182500,-118392000,20096,,,,,,010C,266,LARD1.5,60371239.01,12447,3101,46795,96451,0,,,,1,,,1978,,,158559,264264,2015,105705,3329.5701,,,6.03712E+13
14276358,0.0296,"Sunday, January 10, 2016",,,,4.5,TRUE,5,,,4.5,,,3800,3800,,,,,6059,,4,2,482,,,33609284,-117911296,3120,,,,,,122,261,,60590629,53571,1286,,96981,8,,1,,,,,2002,2,,400000,5864000,2015,5464000,62832,,,6.05906E+13
11556873,-0.064,"Monday, January 11, 2016",1,,,2,FALSE,2,,4,2,,,1456,1456,,,,,6037,,2,,,,2,34020500,-118420000,12224,,,,,,010C,266,LAR3,60372717.02,12447,3101,117183,96015,0,,,,1,,,1982,,,152997,511009,2015,358012,6286.7402,,,6.03727E+13
14008689,0.0218,"Monday, January 11, 2016",13,,,2,FALSE,3,,,2,,,1748,1748,,,,,6059,1,2,2,455,,,33787424,-117968768,4275,,,,,,122,261,,60590881.05,24832,1286,,97048,7,,,,,,,1974,1,,74982,99266,2015,24284,1455.02,,,6.05909E+13
12029746,0.0159,"Monday, January 11, 2016",1,,,4,TRUE,5,,4,4,,,2447,2447,,,,,6037,,4,,,,2,34129304,-118327440,18588,1,,,,1,101,261,LARE15,60371897.01,12447,3101,274049,96049,0,,,,1,,,1965,,,450600,1684000,2015,1233400,21226.7598,,,6.03719E+13
11609564,0.0507,"Monday, January 11, 2016",,,,1,FALSE,2,,7,1,,,1444,1444,,,,,6037,,1,,,,7,34042884,-118420672,6000,,,,,,100,261,LAR2,60372693.01,12447,3101,403142,96045,0,,,,1,,,1936,,,88773,650573,2015,561800,8009.4502,,,6.03727E+13
12119401,-0.0325,"Monday, January 11, 2016",,,,1,FALSE,2,,7,1,,,1064,1064,,,,,6037,,1,,,,,34149072,-118108168,5976,,,,,,100,261,PSC-,60374627,47019,3101,274513,96295,0,,,,1,,,1922,,,21101,232276,2015,211175,3181.0601,,,6.03746E+13
11260553,0.1328,"Monday, January 11, 2016",1,,,3,FALSE,3,,4,3,,,2961,2961,,,,,6037,,3,,,,2,34631496,-118211824,35908,,,,,,100,261,LCA110000,60379103.01,5534,3101,,97319,0,,,,1,,,1950,,,239797,340673,2015,100876,4223.1001,Y,15,6.03791E+13
11175024,-0.0367,"Monday, January 11, 2016",1,,,2,FALSE,2,,7,2,,,1020,1020,,,,,6037,,2,,,TRUE,2,34498412,-118619920,4300,,,1,,,010M,261,LCRR,60379201.02,10734,3101,,96398,0,,,,1,,,1985,,,127800,239700,2015,111900,3487.28,,,6.03792E+13
10792121,-0.0212,"Monday, January 11, 2016",1,,,2,FALSE,2,,4,2,,,949,949,,,,,6037,,2,,,,2,34185900,-118614000,157306,1,,,,1,010E,266,LARD2,60371351.14,12447,3101,48570,96389,0,,,,1,,,1976,,,134896,269472,2015,134576,3314.5601,,,6.03714E+13
10712375,0.1493,"Monday, January 11, 2016",1,,,2,FALSE,4,,4,2,,,2654,2654,,,,,6037,,2,,,,2,34231940,-118610000,22853,,,,,,100,261,LARE11,60371132.32,12447,3101,268588,96339,0,,,,1,,,1970,,,153691,394473,2015,240782,5092.9302,,,6.03711E+13
